"spect3" "spect5" "spect6"
"chr7_168048759" 2 4 4
"chr7_168054106" 2 2 2
"chr7_168068488" 1 1 2
"chr7_168094379" 1 1 1
"chr7_168107661" 17 25 23
"chr7_168110054" 7 9 9
"chr7_168118983" 2 3 3
"chr7_168125557" 16 22 21
"chr7_168128331" 6 9 9
"chr7_168137176" 3 4 3
"chr7_168146275" 3 4 6
"chr7_168165942" 14 18 22
"chr7_168168282" 13 16 19
"chr7_168188291" 4 5 11
"chr7_168191053" 1 1 1
"chr7_168192864" 16 22 17
"chr7_168229675" 9 11 13
"chr7_168234368" 20 26 25
"chr7_168237215" 8 11 8
"chr7_168239514" 2 2 2
"chr7_168309859" 14 17 15
"chr7_168312926" 1 1 1
"chr7_168325613" 4 6 6
"chr7_168337269" 1 1 1
"chr7_168362448" 26 30 30
"chr7_168365719" 3 4 3
"chr7_168369071" 3 4 3
"chr7_168371503" 2 2 2
"chr7_168374197" 5 6 5
"chr7_168382415" 2 3 3
"chr7_168385595" 2 4 3
"chr7_168392204" 12 14 14
"chr7_168398380" 1 1 1
"chr7_168420650" 1 1 1
"chr7_168452255" 27 36 36
"chr7_168454669" 1 1 1
"chr7_168458055" 11 15 13
"chr7_168460978" 2 2 3
"chr7_168463749" 33 42 39
"chr7_168466939" 1 1 1
"chr7_168480979" 1 1 1
"chr7_168484759" 1 1 1
"chr7_168507375" 2 3 3
"chr7_168522624" 8 11 12
"chr7_168528360" 1 1 1
"chr7_168530736" 25 29 29
"chr7_168532693" 24 31 30
"chr7_168564319" 1 1 1
"chr7_168575058" 25 33 40
"chr7_168613079" 1 1 1
"chr7_168615416" 1 1 1
"chr7_168617528" 2 2 2
"chr7_168648375" 3 4 6
"chr7_168666975" 14 17 15
"chr7_168669079" 8 10 10
"chr7_168672178" 7 8 7
"chr7_168683689" 13 20 19
"chr7_168694385" 45 53 55
"chr7_168698615" 38 49 49
"chr7_168704719" 2 2 3
"chr7_168707376" 36 50 54
"chr7_168722812" 12 14 13
"chr7_168725317" 42 54 52
"chr7_168759930" 26 34 33
"chr7_168763737" 1 2 1
"chr7_168767811" 15 21 19
"chr7_168781806" 19 39 33
"chr7_168799128" 2 3 4
"chr7_168824124" 2 3 2
"chr7_168829913" 1 1 1
"chr7_168835814" 6 8 6
"chr7_168863808" 9 11 12
"chr7_168886118" 7 13 11
"chr7_168894526" 5 9 13
"chr7_168904429" 1 2 2
"chr7_168916393" 1 1 1
"chr7_168924193" 1 1 1
"chr7_168928508" 11 13 13
"chr7_168933497" 15 22 28
"chr7_168943292" 11 14 15
"chr7_168954555" 2 3 2
"chr7_168964048" 2 3 2
"chr7_168967951" 1 2 2
"chr7_168970377" 4 5 5
"chr7_168973034" 12 14 15
"chr7_168976121" 1 1 1
"chr7_168980776" 15 23 19
"chr7_168989120" 33 39 36
"chr7_168998625" 2 2 4
"chr7_169002557" 35 47 47
"chr7_169005744" 1 1 1
"chr7_169007677" 3 4 5
"chr7_169146656" 28 36 36
"chr7_169242636" 1 1 2
"chr7_169256779" 3 4 5
"chr7_169264219" 4 5 7
"chr7_169281390" 2 2 2
"chr7_169367912" 38 45 46
"chr7_169373037" 3 4 3
"chr7_169379589" 34 42 46
"chr7_169386719" 3 4 4
"chr7_169405327" 1 1 1
"chr7_169407631" 9 10 11
"chr7_169430747" 1 1 1
"chr7_169536732" 2 3 3
"chr7_169789986" 1 2 3
"chr7_169863552" 1 2 1
"chr7_169925288" 31 45 42
"chr7_169927887" 1 1 1
"chr7_169930312" 28 33 34
"chr7_169938599" 4 5 4
"chr7_169944643" 1 1 1
"chr7_169950444" 33 47 55
"chr7_169954098" 40 50 53
"chr7_169956055" 2 3 2
"chr7_169958630" 38 46 46
"chr7_169963682" 30 36 43
"chr7_169965637" 1 1 2
"chr7_169968245" 3 4 3
"chr7_169976038" 3 4 4
"chr7_170043793" 37 46 46
"chr7_170045763" 1 1 1
"chr7_170047792" 1 1 3
"chr7_170061786" 1 1 4
"chr7_170083938" 1 1 1
"chr7_170199099" 1 1 1
"chr7_170233013" 1 1 1
"chr7_170241039" 1 1 3
"chr7_170245946" 2 3 5
"chr7_170339188" 4 5 4
"chr7_170341699" 1 1 1
"chr7_170348005" 2 3 6
"chr7_170483206" 35 43 44
"chr7_170487902" 1 1 1
"chr7_170512255" 4 5 5
"chr7_170514569" 29 36 39
"chr7_170517790" 5 6 6
"chr7_170521171" 1 1 2
"chr7_170523931" 46 51 53
"chr7_170532396" 39 46 50
"chr7_170537761" 1 1 1
"chr7_170577017" 1 1 1
"chr7_170651901" 2 3 2
"chr7_170657562" 1 1 1
"chr7_170703060" 17 25 27
"chr7_170708265" 31 44 40
"chr7_170714266" 1 1 1
"chr7_170722134" 1 1 2
"chr7_170731477" 1 1 1
"chr7_170759265" 34 41 41
"chr7_170813697" 4 5 4
"chr7_170841007" 32 40 38
"chr7_170861379" 34 44 43
"chr7_170869836" 1 1 2
"chr7_170878531" 6 8 7
"chr7_170880984" 2 2 2
"chr7_170883048" 1 1 2
"chr7_170887485" 25 34 37
"chr7_170920860" 1 1 3
"chr7_170934034" 34 41 42
"chr7_170936002" 5 6 5
"chr7_170937856" 37 47 52
"chr7_170977616" 1 1 3
"chr7_170984535" 30 38 38
"chr7_170993319" 1 1 1
"chr7_171010870" 7 8 8
"chr7_171013918" 33 43 45
"chr7_171063808" 1 1 3
"chr7_171212025" 1 1 1
"chr7_171336449" 1 1 1
"chr7_171372681" 1 1 1
"chr7_171375477" 1 1 2
"chr7_171397916" 44 49 50
"chr7_171443601" 30 38 43
"chr7_171457536" 4 8 5
"chr7_171528441" 34 39 39
"chr7_171544676" 2 2 3
"chr7_171582265" 3 3 3
"chr7_171623182" 1 1 1
"chr7_171642021" 1 1 1
"chr7_171644298" 8 11 9
"chr7_171646752" 3 4 4
"chr7_171651466" 1 1 1
"chr7_171657043" 1 1 3
"chr7_171692623" 3 4 6
"chr7_171717740" 7 9 9
"chr7_171720140" 1 1 1
"chr7_171725766" 4 5 6
"chr7_171739207" 3 3 3
"chr7_171742006" 10 12 11
"chr7_171748227" 14 17 16
"chr7_171754928" 9 12 12
"chr7_171758388" 2 2 2
"chr7_171767270" 1 1 3
"chr7_171770177" 12 14 18
"chr7_171778807" 2 3 2
"chr7_171781356" 1 1 1
"chr7_171784289" 1 1 1
"chr7_171787948" 1 1 1
"chr7_171794184" 3 4 5
"chr7_171799892" 23 27 27
"chr7_171808590" 1 1 2
"chr7_171813901" 2 3 2
"chr7_171815832" 6 8 7
"chr7_171840687" 1 1 1
"chr7_171853338" 1 1 1
"chr7_171856951" 20 29 29
"chr7_171859537" 1 1 1
"chr7_171861988" 22 25 29
"chr7_171865623" 10 12 11
"chr7_171869209" 1 1 1
"chr7_171892226" 11 14 13
"chr7_171896683" 1 1 1
"chr7_171899415" 14 18 20
"chr7_171903658" 4 8 10
"chr7_171909070" 5 7 8
"chr7_171918251" 3 5 7
"chr7_171924269" 1 1 6
"chr7_171927942" 14 17 20
"chr7_171929697" 3 5 8
"chr7_171932149" 1 1 1
"chr7_171937496" 1 1 1
"chr7_171939145" 4 5 6
"chr7_171941034" 11 16 17
"chr7_171942620" 1 1 1
"chr7_171945014" 3 4 3
"chr7_171947286" 1 1 2
"chr7_171949469" 15 22 20
"chr7_171951818" 15 18 18
"chr7_171954179" 1 1 2
"chr7_171957334" 1 1 3
"chr7_171992917" 2 3 2
"chr7_172018624" 1 1 2
"chr7_172025217" 13 15 15
"chr7_172028212" 2 3 2
"chr7_172030627" 3 4 5
"chr7_172033687" 13 18 15
"chr7_172039895" 1 1 1
"chr7_172042302" 1 1 1
"chr7_172044531" 4 5 9
"chr7_172049228" 6 9 12
"chr7_172054896" 1 1 1
"chr7_172061620" 3 4 3
"chr7_172079296" 2 3 2
"chr7_172083226" 1 1 5
"chr7_172092535" 1 1 2
"chr7_172107125" 4 5 4
"chr7_172113975" 1 1 1
"chr7_172116566" 13 23 23
"chr7_172121335" 8 9 9
"chr7_172127343" 9 11 11
"chr7_172130701" 3 4 5
"chr7_172147297" 2 3 2
"chr7_172151131" 5 7 5
"chr7_172153113" 6 7 7
"chr7_172155470" 1 1 1
"chr7_172166029" 2 2 2
"chr7_172172924" 3 4 3
"chr7_172174951" 6 12 15
"chr7_172176570" 2 3 2
"chr7_172181211" 1 1 1
"chr7_172183805" 9 11 13
"chr7_172190363" 11 13 13
"chr7_172193159" 7 8 8
"chr7_172203780" 3 4 5
"chr7_172209726" 1 1 2
"chr7_172212550" 3 4 4
"chr7_172215256" 1 1 2
"chr7_172217244" 4 5 4
"chr7_172219853" 5 7 9
"chr7_172225469" 5 7 9
"chr7_172229255" 3 4 4
"chr7_172239411" 6 7 9
"chr7_172241587" 6 7 9
"chr7_172244750" 5 6 7
"chr7_172274616" 9 11 13
"chr7_172289642" 4 5 7
"chr7_172291594" 2 3 2
"chr7_172294657" 6 7 7
"chr7_172297386" 12 14 15
"chr7_172299897" 2 3 4
"chr7_172303728" 1 1 1
"chr7_172306565" 4 5 5
"chr7_172310951" 3 4 6
"chr7_172315316" 3 4 5
"chr7_172318312" 4 5 5
"chr7_172321048" 2 2 2
"chr7_172323485" 2 2 2
"chr7_172334658" 2 2 2
"chr7_172343442" 10 13 14
"chr7_172345794" 7 9 12
"chr7_172348314" 2 3 4
"chr7_172351723" 2 4 5
"chr7_172356710" 15 18 20
"chr7_172363537" 1 2 2
"chr7_172367815" 2 2 2
"chr7_172376117" 1 1 4
"chr7_172386497" 5 6 6
"chr7_172388331" 9 11 10
"chr7_172390455" 1 1 1
"chr7_172393087" 3 5 3
"chr7_172399863" 1 2 2
"chr7_172407829" 1 1 1
"chr7_172411921" 7 9 12
"chr7_172413685" 5 7 5
"chr7_172415721" 2 3 2
"chr7_172420998" 1 1 1
"chr7_172423429" 3 4 5
"chr7_172426744" 3 4 5
"chr7_172429668" 5 7 5
"chr7_172451333" 3 4 3
"chr7_172468351" 1 1 1
"chr7_172475461" 9 11 9
"chr7_172499640" 5 6 5
"chr7_172502291" 3 4 4
"chr7_172524197" 1 1 3
"chr7_172539576" 1 1 1
"chr7_172545529" 6 8 8
"chr7_172547624" 3 4 3
"chr7_172550526" 2 2 2
"chr7_172552935" 2 3 6
"chr7_172559190" 6 8 9
"chr7_172563184" 12 17 16
"chr7_172571970" 2 2 2
"chr7_172575262" 1 1 4
"chr7_172583179" 2 3 5
"chr7_172608167" 1 1 2
"chr7_172673251" 6 8 6
"chr7_172716795" 7 8 7
"chr7_172720024" 4 5 6
"chr7_172725944" 7 9 10
"chr7_172737331" 1 1 1
"chr7_172741444" 4 5 5
"chr7_172785770" 6 8 11
"chr7_172826553" 3 5 3
"chr7_172854595" 1 1 2
"chr7_172857331" 1 1 2
"chr7_172860215" 4 5 4
"chr7_172867138" 1 1 1
"chr7_172877242" 35 40 42
"chr7_172883502" 2 3 2
"chr7_172885753" 14 22 25
"chr7_172893646" 21 27 30
"chr7_172898579" 2 2 2
"chr7_172943326" 3 4 7
"chr7_172946691" 43 55 55
"chr7_172961214" 9 11 14
"chr7_173041525" 2 3 3
"chr7_173048444" 1 1 1
"chr7_173054542" 26 30 30
"chr7_173059798" 2 2 3
"chr7_173100992" 7 11 10
"chr7_173124868" 25 34 31
"chr7_173132864" 3 4 3
"chr7_173139576" 6 8 8
"chr7_173156011" 19 23 21
"chr7_173158747" 2 3 3
"chr7_173173214" 2 2 3
"chr7_173179078" 1 1 1
"chr7_173185479" 19 31 28
"chr7_173199782" 1 1 1
"chr7_173206608" 21 27 25
"chr7_173211654" 3 4 4
"chr7_173219629" 27 33 31
"chr7_173222150" 4 5 5
"chr7_173232358" 7 11 13
"chr7_173263163" 3 4 5
"chr7_173265382" 6 8 7
"chr7_173269245" 7 13 13
"chr7_173272773" 3 4 3
"chr7_173274854" 5 7 7
"chr7_173278211" 22 27 28
"chr7_173281043" 1 2 5
"chr7_173284457" 1 1 1
"chr7_173286950" 1 1 1
"chr7_173307734" 1 1 3
"chr7_173316029" 14 19 17
"chr7_173318123" 11 15 13
"chr7_173345677" 3 4 3
"chr7_173349380" 7 10 10
"chr7_173358574" 33 43 43
"chr7_173372737" 5 6 6
"chr7_173406149" 11 13 14
"chr7_173448270" 2 2 2
"chr7_173450997" 33 39 36
"chr7_173453338" 2 2 2
"chr7_173459031" 5 6 7
"chr7_173462796" 3 4 4
"chr7_173465188" 1 1 1
"chr7_173471073" 7 12 18
"chr7_173473606" 1 1 1
"chr7_173477390" 2 2 2
"chr7_173483012" 2 3 6
"chr7_173487605" 29 42 37
"chr7_173490907" 53 66 69
"chr7_173495412" 54 61 62
"chr7_173497574" 17 31 31
"chr7_173500419" 49 63 60
"chr7_173502298" 37 51 51
"chr7_173504640" 42 52 58
"chr7_173506330" 4 5 6
"chr7_173508117" 1 1 1
"chr7_173511909" 4 5 4
"chr7_173519597" 1 1 1
"chr7_173523666" 1 2 2
"chr7_173585982" 22 28 31
"chr7_173587606" 38 45 45
"chr7_173598239" 10 11 12
"chr7_173606817" 17 27 27
"chr7_173611667" 41 45 47
"chr7_173615682" 52 70 69
"chr7_173618845" 49 60 65
"chr7_173632371" 10 14 13
"chr7_173635030" 1 1 1
"chr7_173640772" 4 5 5
"chr7_173646250" 4 5 4
"chr7_173659691" 6 7 6
"chr7_173663842" 16 19 19
"chr7_173667458" 6 7 8
"chr7_173669662" 20 25 23
"chr7_173671815" 1 1 1
"chr7_173699481" 16 24 24
"chr7_173703689" 2 3 7
"chr7_173707012" 1 1 1
"chr7_173710335" 1 1 2
"chr7_173714381" 35 54 59
"chr7_173736599" 1 1 1
"chr7_173749796" 1 1 1
"chr7_173753428" 56 68 63
"chr7_173757777" 1 1 2
"chr7_173772595" 1 1 1
"chr7_173778891" 5 7 8
"chr7_173781015" 3 4 4
"chr7_173787111" 7 10 12
"chr7_173791149" 9 13 12
"chr7_173793150" 1 1 2
"chr7_173796820" 2 3 4
"chr7_173799245" 1 1 1
"chr7_173801574" 1 1 3
"chr7_173809555" 1 1 1
"chr7_173815706" 1 1 2
"chr7_173818850" 1 1 2
"chr7_173821268" 1 1 2
"chr7_173827974" 1 2 1
"chr7_173835415" 1 2 1
"chr7_173846880" 8 12 11
"chr7_173894171" 31 36 38
"chr7_173901310" 2 3 7
"chr7_173904274" 7 10 14
"chr7_173907748" 2 3 2
"chr7_173910640" 2 3 4
"chr7_173930852" 2 3 2
"chr7_173933925" 19 26 30
"chr7_173975555" 5 6 5
"chr7_174039322" 1 1 1
"chr7_174048893" 11 14 16
"chr7_174059170" 31 46 42
"chr7_174068577" 3 5 9
"chr7_174078895" 1 1 1
"chr7_174123255" 11 19 14
"chr7_174156285" 1 1 1
"chr7_174234822" 1 1 2
"chr7_174280948" 47 67 60
"chr7_174288507" 3 5 7
"chr7_174297271" 8 11 13
"chr7_174326603" 4 5 5
"chr7_174355033" 1 1 1
"chr7_174447919" 3 4 3
"chr7_174454957" 1 1 2
"chr7_174544513" 1 1 1
"chr7_174549559" 4 5 4
"chr7_174551784" 23 28 29
"chr7_174557970" 6 7 7
"chr7_174560873" 2 3 3
"chr7_174563731" 1 1 2
"chr7_174570387" 6 7 7
"chr7_174602830" 2 3 2
"chr7_174605165" 2 3 4
"chr7_174607541" 1 1 1
"chr7_174611402" 1 2 1
"chr7_174622398" 1 1 2
"chr7_174624580" 2 3 3
"chr7_174628952" 2 2 2
"chr7_174645358" 2 3 6
"chr7_174647002" 3 4 3
"chr7_174649123" 1 1 1
"chr7_174667233" 3 4 3
"chr7_174669820" 21 28 35
"chr7_174683560" 7 11 13
"chr7_174690204" 2 2 3
"chr7_174698787" 43 69 61
"chr7_174710725" 5 6 6
"chr7_174726611" 2 2 2
"chr7_174731093" 3 4 6
"chr7_174744535" 17 27 28
"chr7_174758185" 1 1 1
"chr7_174763642" 1 1 1
"chr7_174767837" 1 1 2
"chr7_174776761" 3 5 6
"chr7_174797119" 1 2 1
"chr7_174806560" 7 10 12
"chr7_174808815" 32 48 45
"chr7_174811115" 6 12 16
"chr7_174814773" 2 2 2
"chr7_174822673" 44 58 60
"chr7_174824815" 34 47 41
"chr7_174827692" 34 62 62
"chr7_174897840" 3 5 3
"chr7_174925800" 1 1 1
"chr7_174939972" 55 63 63
"chr7_174946456" 2 3 4
"chr7_174955447" 9 18 15
"chr7_174963030" 1 1 4
"chr7_175003354" 13 15 17
"chr7_175006997" 4 5 4
"chr7_175009798" 13 17 21
"chr7_175014979" 2 2 2
"chr7_175029577" 3 5 3
"chr7_175051288" 3 5 3
"chr7_175056143" 1 1 2
"chr7_175072315" 1 1 1
"chr7_175079269" 25 33 30
"chr7_175084996" 26 35 36
"chr7_175088266" 7 13 21
"chr7_175110795" 16 23 22
"chr7_175117205" 4 5 7
"chr7_175124680" 29 38 39
"chr7_175145663" 18 25 25
"chr7_175151235" 27 32 29
"chr7_175156729" 3 4 4
"chr7_175164150" 1 1 1
"chr7_175170315" 1 1 2
"chr7_175177501" 35 43 42
"chr7_175188348" 8 14 15
"chr7_175192113" 12 18 15
"chr7_175219469" 6 7 6
"chr7_175253701" 12 15 14
"chr7_175263506" 8 11 13
"chr7_175268393" 1 1 1
"chr7_175272966" 1 1 2
"chr7_175277930" 1 1 2
"chr7_175283380" 1 1 1
"chr7_175310397" 6 7 6
"chr7_175316256" 1 1 1
"chr7_175323200" 3 4 5
"chr7_175336025" 1 1 2
"chr7_175388432" 1 1 3
"chr7_175407922" 9 11 11
"chr7_175426288" 7 8 9
"chr7_175454430" 15 26 22
"chr7_175510947" 3 4 4
"chr7_175517278" 60 71 69
"chr7_175522157" 1 1 2
"chr7_175526436" 1 2 3
"chr7_175538125" 51 68 64
"chr7_175559996" 1 1 2
"chr7_175570665" 3 4 3
"chr7_175575695" 1 1 1
"chr7_175583116" 8 10 12
"chr7_175586561" 1 1 1
"chr7_175604920" 32 47 51
"chr7_175645982" 2 3 3
"chr7_175649656" 5 9 9
"chr7_175652504" 35 70 68
"chr7_175656327" 28 33 29
"chr7_175659035" 2 2 4
"chr7_175682512" 45 57 58
"chr7_175696655" 1 1 2
"chr7_175710819" 3 4 5
"chr7_175721117" 1 1 1
"chr7_175730908" 2 3 4
"chr7_175741771" 1 2 2
"chr7_175749018" 9 17 14
"chr7_175756233" 9 11 9
"chr7_175785429" 3 3 4
"chr7_175812453" 4 5 4
"chr7_175841712" 11 13 12
"chr7_175850673" 1 1 2
"chr7_175855185" 1 1 2
"chr7_175857935" 2 3 3
"chr7_175878855" 22 30 35
"chr7_175880652" 19 24 23
"chr7_175882543" 3 4 7
"chr7_175884540" 46 58 59
"chr7_175900441" 32 44 43
"chr7_175902195" 1 1 1
"chr7_175906929" 22 28 27
"chr7_175908458" 51 58 56
"chr7_175910542" 1 1 1
"chr7_175912170" 37 50 57
"chr7_175920287" 40 46 46
"chr7_175921831" 4 5 5
"chr7_175925804" 3 5 5
"chr7_175929330" 48 57 55
"chr7_175955726" 1 1 1
"chr7_175959793" 14 21 18
"chr7_175961396" 4 6 6
"chr7_175963627" 2 3 2
"chr7_175966347" 12 20 22
"chr7_175973206" 6 8 9
"chr7_175976424" 7 8 10
"chr7_175984356" 2 2 2
"chr7_175987914" 1 1 2
"chr7_175997335" 8 14 11
"chr7_176001900" 1 1 3
"chr7_176005720" 4 5 5
"chr7_176011061" 27 30 28
"chr7_176025396" 2 2 2
"chr7_176043977" 38 53 54
"chr7_176048890" 14 17 15
"chr7_176052163" 31 38 37
"chr7_176075298" 10 11 10
"chr7_176087423" 6 7 9
"chr7_176124707" 10 13 11
"chr7_176128261" 24 43 43
"chr7_176137037" 3 4 4
"chr7_176142976" 2 3 4
"chr7_176146543" 51 68 66
"chr7_176149112" 50 63 62
"chr7_176182358" 4 7 5
"chr7_176195584" 1 1 3
"chr7_176208806" 27 34 35
"chr7_176213807" 21 28 29
"chr7_176251162" 1 1 1
"chr7_176276051" 1 1 1
"chr7_176301922" 1 2 1
"chr7_176307406" 17 24 21
"chr7_176315783" 1 1 1
"chr7_176357488" 1 1 1
"chr7_176406824" 29 36 36
"chr7_176411181" 4 5 4
"chr7_176414427" 2 2 2
"chr7_176419872" 1 1 1
"chr7_176427291" 1 1 1
"chr7_176432641" 4 5 4
"chr7_176469625" 1 1 3
"chr7_176502860" 10 11 12
"chr7_176511092" 32 43 44
"chr7_176529917" 11 20 18
"chr7_176631439" 41 64 67
"chr7_176644812" 1 1 1
"chr7_176651538" 28 33 36
"chr7_176655121" 1 1 2
"chr7_176659813" 1 1 2
"chr7_176664194" 1 1 1
"chr7_176668280" 5 6 6
"chr7_176680860" 45 56 54
"chr7_176688648" 4 6 6
"chr7_176694420" 27 35 34
"chr7_176696028" 29 46 49
"chr7_176710501" 7 9 11
"chr7_176726084" 1 1 2
"chr7_176738082" 3 4 4
"chr7_176741035" 6 10 10
"chr7_176743561" 20 27 25
"chr7_176746489" 2 2 2
"chr7_176759455" 1 1 1
"chr7_176769479" 2 4 10
"chr7_176784685" 10 13 12
"chr7_176791523" 40 45 45
"chr7_176794083" 1 1 1
"chr7_176804301" 39 42 42
"chr7_176808456" 2 3 3
"chr7_176810024" 2 3 4
"chr7_176812080" 4 5 4
"chr7_176813962" 1 1 1
"chr7_176815998" 1 1 1
"chr7_176831304" 13 27 22
"chr7_176834307" 38 72 70
"chr7_176867844" 5 9 12
"chr7_176870476" 5 7 7
"chr7_176876994" 2 3 4
"chr7_176880373" 48 65 67
"chr7_176890783" 34 52 62
"chr7_176902512" 1 1 2
"chr7_176910195" 1 1 1
"chr7_176915549" 2 3 3
"chr7_176928272" 34 41 41
"chr7_176957147" 3 3 4
"chr7_176970390" 1 1 1
"chr7_176972667" 1 1 1
"chr7_176977350" 2 3 3
"chr7_176980859" 1 1 2
"chr7_176984489" 3 5 3
"chr7_176987218" 7 7 7
"chr7_176993537" 2 2 2
"chr7_176996381" 21 26 26
"chr7_177003280" 1 1 2
"chr7_177048224" 1 1 1
"chr7_177066800" 8 10 9
"chr7_177070731" 23 29 28
"chr7_177072823" 17 22 32
"chr7_177076860" 10 18 20
"chr7_177109544" 15 24 21
"chr7_177132283" 4 5 4
"chr7_177170990" 9 15 24
"chr7_177173169" 1 1 1
"chr7_177177836" 5 7 5
"chr7_177181216" 24 44 38
"chr7_177199613" 1 1 1
"chr7_177225169" 15 17 18
"chr7_177233677" 2 3 4
"chr7_177237841" 51 64 59
"chr7_177240807" 2 2 4
"chr7_177245133" 7 10 11
"chr7_177247466" 40 53 57
"chr7_177286478" 10 12 13
"chr7_177292942" 1 1 4
"chr7_177297604" 15 23 28
"chr7_177302213" 1 1 1
"chr7_177304030" 6 7 6
"chr7_177305803" 10 11 11
"chr7_177308203" 15 25 29
"chr7_177316039" 10 16 14
"chr7_177328730" 2 2 3
"chr7_177342614" 2 3 2
"chr7_177348154" 32 35 37
"chr7_177353094" 5 7 11
"chr7_177358199" 7 8 7
"chr7_177369073" 2 3 3
"chr7_177382605" 1 1 2
"chr7_177386680" 1 1 1
"chr7_177395632" 3 4 4
"chr7_177420870" 35 41 38
"chr7_177426613" 3 4 4
"chr7_177429480" 11 14 14
"chr7_177468110" 7 9 10
"chr7_177479854" 7 9 7
"chr7_177486724" 15 19 21
"chr7_177490923" 4 5 10
"chr7_177494490" 2 3 3
"chr7_177512318" 11 16 16
"chr7_177527054" 2 3 5
"chr7_177553053" 3 4 3
"chr7_177558028" 2 2 3
"chr7_177567083" 6 7 6
"chr7_177569602" 7 9 9
"chr7_177574589" 3 4 4
"chr7_177576327" 2 3 3
"chr7_177581773" 2 3 3
"chr7_177595890" 3 5 3
"chr7_177597897" 10 12 12
"chr7_177636788" 2 2 2
"chr7_177639617" 1 1 2
"chr7_177641458" 1 1 1
"chr7_177643787" 2 3 2
"chr7_177645440" 3 4 4
"chr7_177687473" 1 1 1
"chr7_177696361" 1 2 2
"chr7_177700133" 1 1 2
"chr7_177704358" 1 1 2
"chr7_177710792" 5 6 8
"chr7_177713221" 1 1 1
"chr7_177718777" 2 2 3
"chr7_177729245" 2 2 2
"chr7_177736811" 2 3 4
"chr7_177740640" 6 8 6
"chr7_177744570" 1 1 1
"chr7_177747857" 1 1 1
"chr7_177750945" 1 1 2
"chr7_177756983" 1 1 1
"chr7_177776987" 3 4 5
"chr7_177779689" 4 8 8
"chr7_177782304" 18 23 23
"chr7_177784670" 1 2 1
"chr7_177787933" 1 1 1
"chr7_177791702" 5 8 8
"chr7_177793757" 4 6 8
"chr7_177795974" 6 9 7
"chr7_177798600" 27 32 33
"chr7_177808459" 1 2 2
"chr7_177818763" 5 7 6
"chr7_177877671" 10 14 15
"chr7_177882860" 9 11 12
"chr7_177884511" 13 16 18
"chr7_177888923" 1 2 3
"chr7_177898127" 2 3 3
"chr7_177923981" 8 14 16
"chr7_177946188" 19 25 26
"chr7_177948641" 11 15 18
"chr7_177962974" 1 2 1
"chr7_177981691" 1 1 1
"chr7_177985786" 7 9 11
"chr7_177998543" 3 3 4
"chr7_178003777" 27 40 40
"chr7_178028646" 2 2 2
"chr7_178031102" 17 18 18
"chr7_178034330" 1 1 1
"chr7_178041967" 1 1 1
"chr7_178050963" 1 1 1
"chr7_178078737" 34 65 69
"chr7_178091705" 1 2 3
"chr7_178096926" 26 34 31
"chr7_178107260" 2 3 3
"chr7_178144923" 20 23 22
"chr7_178148890" 6 9 12
"chr7_178158762" 1 1 1
"chr7_178184050" 9 12 12
"chr7_178189275" 1 1 2
"chr7_178204593" 1 1 1
"chr7_178223630" 2 3 2
"chr7_178242207" 1 1 1
"chr7_178250108" 1 1 3
"chr7_178260825" 3 4 4
"chr7_178263465" 2 3 2
"chr7_178267676" 3 3 3
"chr7_178269396" 15 20 21
"chr7_178271754" 1 1 1
"chr7_178273546" 9 12 16
"chr7_178275208" 2 3 3
"chr7_178281886" 11 13 12
"chr7_178284715" 1 1 2
"chr7_178287432" 3 4 5
"chr7_178290260" 2 3 2
"chr7_178348216" 1 1 1
"chr7_178363375" 15 20 21
"chr7_178366868" 12 15 13
"chr7_178374499" 3 4 3
"chr7_178383357" 1 2 4
"chr7_178391111" 1 1 2
"chr7_178393073" 2 3 3
"chr7_178411089" 1 1 2
"chr7_178426400" 2 3 3
"chr7_178428746" 1 1 3
"chr7_178432018" 3 3 4
"chr7_178435778" 1 1 1
"chr7_178437893" 1 1 1
"chr7_178497799" 2 3 4
"chr7_178501451" 2 4 5
"chr7_178503712" 1 1 1
"chr7_178526001" 2 2 3
"chr7_178532159" 1 1 1
"chr7_178536051" 26 31 37
"chr7_178539150" 1 1 2
"chr7_178540901" 5 7 9
"chr7_178542628" 1 1 2
"chr7_178561551" 14 16 15
"chr7_178571095" 1 1 2
"chr7_178573259" 2 2 2
"chr7_178576393" 3 4 3
"chr7_178579557" 3 4 3
"chr7_178581609" 10 12 11
"chr7_178588938" 7 9 8
"chr7_178644503" 1 1 1
"chr7_178648510" 10 12 12
"chr7_178660039" 8 11 14
"chr7_178682027" 1 2 4
"chr7_178684716" 23 29 29
"chr7_178687285" 2 3 5
"chr7_178693808" 22 35 38
"chr7_178698762" 25 34 30
"chr7_178704453" 16 20 19
"chr7_178711292" 1 1 1
"chr7_178719101" 7 8 8
"chr7_178723001" 5 7 5
"chr7_178767800" 3 4 3
"chr7_178773511" 1 1 2
"chr7_178780808" 4 5 4
"chr7_178785009" 2 3 2
"chr7_178811135" 5 8 6
"chr7_178820822" 5 8 6
"chr7_178868855" 1 1 3
"chr7_178878690" 1 1 1
"chr7_178903987" 6 7 8
"chr7_178913579" 1 1 2
"chr7_178951775" 2 2 2
"chr7_178953950" 3 4 4
"chr7_178969808" 1 1 3
"chr7_178989742" 2 2 2
"chr7_179015940" 2 3 5
"chr7_179018137" 27 34 34
"chr7_179020484" 9 11 11
"chr7_179050874" 3 3 4
"chr7_179053625" 2 4 3
